artist;title;year;id;popularity;acousticness;danceability;energy;instrumentalness;mode;tempo;valence;duration_ms;preview_url;genre;language
Camilo Sesto;Getsemani;1975;49Ved7nBuSy0wafl49g2f5;39;0.765;0.269;0.538;1.85e-06;0;;0.281;356000;https://p.scdn.co/mp3-preview/b705c90c2986877ee9343bb741b31213f57add4c?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Camilo Sesto;Jamás;1975;7DYzsOYHudZvCg6rWzbnMV;50;0.331;0.381;0.764;0;1;;0.36;199093;https://p.scdn.co/mp3-preview/d65753688f15798618e8cf44716f634ff189f18a?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Camilo Sesto;Melina;1975;3RhvIbIMHJqUarymFi2Ax3;48;0.699;0.543;0.841;3.51e-06;1;;0.947;164853;https://p.scdn.co/mp3-preview/32c298a1a1ab5b6227bb9dc2cddf820bf722ecaa?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Cecilia;Amor de medianoche;1975;4eJMJzyG0ZUusN6fj8HJ4W;13;0.692;0.432;0.481;0;1;;0.411;246320;https://p.scdn.co/mp3-preview/b76f3fe2c2c3b878135db35ee73392d3950ba7e1?cid=516c2d970434462eb2b843d7317ab577;Singer/Songwriter;Spanish
Cecilia;Mi querida España;1975;0JhwFn7OYwckr2Uiuzf4y5;8;0.5;0.63;0.532;0;1;;0.763;156866;https://p.scdn.co/mp3-preview/c7b7933622dd1bc7a92d1729e97806691e09ae7b?cid=516c2d970434462eb2b843d7317ab577;Singer/Songwriter;Spanish
Hilario Camacho;Cuerpo de ola;1975;6AsxSIpLXy0baP0yoBdO2m;8;0.0768;0.658;0.64;0.000145;1;;0.34;183426;https://p.scdn.co/mp3-preview/8437476af064868a5ce8ae23cf7840623a1bfd94?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Iceberg;Tebas;1975;10tXa5DOncohugSDtZbfNB;6;1.37e-06;0.271;0.668;0.949;1;;0.127;75120;https://p.scdn.co/mp3-preview/1a843efac9ae5099495c2baed0b85adb3ddfbdf2?cid=516c2d970434462eb2b843d7317ab577;Rock;Instrumental
Juan Camacho;Júrame;1975;0gwjDk6T4TTKycf7xyO8T0;13;0.717;0.463;0.387;0;1;;0.483;237400;https://p.scdn.co/mp3-preview/25fd862f931f4a8a9d46c44dbd43a80ab40599c1?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Junior;Si no te amase;1975;15fuUeh6MP5qzKJzvsJtVs;18;0.888;0.613;0.286;1.39e-05;0;;0.393;182720;https://p.scdn.co/mp3-preview/ee4f07885b9ee83556132c220553634484ce9b51?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Karina;La golondrina;1975;4ktbTWgeoMJXu4oT7tA5NX;0;0.559;0.562;0.496;0.0118;1;;0.485;278000;https://p.scdn.co/mp3-preview/480b1138933758b13a6740e01a5c060a36a03d76?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Las Grecas;Soy la que sufre por tu amor;1975;578kTUa7UNfREryxzqPmmi;15;0.266;0.684;0.721;0;1;;0.816;197906;https://p.scdn.co/mp3-preview/afde5b565ec865b20bb29ecb1899fd6d262c2973?cid=516c2d970434462eb2b843d7317ab577;Rumba;Spanish
Las Grecas;Yo no quiero pensar;1975;0RSWjZGgzxWL7jZtlAeF45;0;0.421;0.571;0.813;0;0;;0.736;216440;https://p.scdn.co/mp3-preview/1e06a399977d2009997f404afa8670fa4c71b1e4?cid=516c2d970434462eb2b843d7317ab577;Rumba;Spanish
Lole y Manuel;Nuevo dia;1975;1Q8P79YxkEMswqE9WQI3xt;18;0.256;0.53;0.476;0.000306;0;;0.375;285573;https://p.scdn.co/mp3-preview/18322e3ad2a923c3fa2cdad497b3ca08f33df6a2?cid=516c2d970434462eb2b843d7317ab577;Flamenco;Spanish
Lolita;Amor, Amor;1975;6lGrDctccq26IsZ2MDTxZU;32;0.376;0.472;0.454;0.0402;0;;0.378;230186;https://p.scdn.co/mp3-preview/fb338faa38017a647fc410d8f6ecae19f729d05c?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Lone Star;El camino;1975;21tuFKg2xBjavqXczASEMB;0;0.289;0.452;0.656;1.57e-06;1;;0.705;232813;https://p.scdn.co/mp3-preview/b481b8c261cb91033364cd849cec39dec66cc1d5?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Lorenzo Santamaría;Para que no me olvides;1975;6mr8ePVLfE1Gs9VIqfSyDK;40;0.0869;0.565;0.544;1.33e-05;1;;0.62;250557;https://p.scdn.co/mp3-preview/e121e34d13411b9d2f97d377232a4966abb672da?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Chorbos;Tendrás Una Nueva Ilusión;1975;52phlzRDaPMJiqFq4PBUwl;3;0.451;0.62;0.604;0.0227;0;;0.917;153306;https://p.scdn.co/mp3-preview/098a4e42d2ec51769c6e90d743e6e81f30aac28b?cid=516c2d970434462eb2b843d7317ab577;Rumba;Spanish
Los Chorbos;Vuelvo a Casa;1975;2UHZdhZt1p71hzCtJVb7tR;11;0.375;0.716;0.569;0.000818;0;;0.782;265466;https://p.scdn.co/mp3-preview/9e8d63900793f1761b4c7b9610dbabfd820efefd?cid=516c2d970434462eb2b843d7317ab577;Rumba;Spanish
Los Puntos;Feria;1975;1RvT5ZB3wbrOgNjZku64Zh;6;0.195;0.754;0.829;0;1;;0.88;211320;https://p.scdn.co/mp3-preview/29a879c62429cb474b6dce11dec8170aef838c49?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Tamara;Paloma blanca;1975;6gT78VMXYNfP9VcTpK0p6t;0;0.0169;0.676;0.729;0.009;1;;0.967;211139;https://p.scdn.co/mp3-preview/ac86c0ff8ff79af1bbc1251638e6018cfa2fc4c3?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Massiel;Lady veneno;1975;0ZNf37zmOGWyzlQ1xtGwFr;4;0.702;0.544;0.448;0;1;;0.811;207640;https://p.scdn.co/mp3-preview/a6c49c01b8eabf3660cc88a4d344b6dbefc47f61?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Miguel Gallardo;Hoy tengo ganas de ti;1975;3xyr2ftM36QjKEpFAhZrGM;46;0.806;0.396;0.362;0.0633;0;;0.231;245560;https://p.scdn.co/mp3-preview/3f1a9ff689582fa424403b086f1d18416c9cad5e?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Módulos;Perdido en mis recuerdos;1975;0h82ktSEWVq172VVcFVgA7;3;0.311;0.345;0.64;0.00144;1;;0.379;342533;https://p.scdn.co/mp3-preview/2bbf8261db044469e69595af6facf4636feb1b18?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Morris Albert;Feelings;1975;6OfAaE2skMyNtZtzhlpA5q;37;0.452;0.38;0.386;7.43e-06;0;;0.258;224386;;Chanson;English
Nuestro Pequeño Mundo;Andando;1975;0Bw0bHJktU7zxzJfYD2iSy;3;0.369;0.53;0.568;0.00195;1;;0.402;233360;https://p.scdn.co/mp3-preview/c04ba52353f7497e515d5f15f9f6630be0ed80df?cid=516c2d970434462eb2b843d7317ab577;Folk;Spanish
Nuestro Pequeño Mundo;Campesinos tristes;1975;6h2jTxmQjFMLa2tDA3JVHe;3;0.0785;0.377;0.455;0.000354;0;;0.314;275613;https://p.scdn.co/mp3-preview/519d6b7b1ebb2dde4be3b9d1ada576dd9150924c?cid=516c2d970434462eb2b843d7317ab577;Folk;Spanish
Paco de Lucía;Granainas;1975;7hSmUKNclQXuk5ptfy4KKP;8;0.802;0.403;0.433;0.801;1;;0.209;381600;;Flamenco;Instrumental
Paloma San Basilio;Sombras;1975;7b5tvmFOd1QOuxh8Sn12UW;6;0.682;0.391;0.399;8.15e-06;0;;0.248;269853;https://p.scdn.co/mp3-preview/66a14a257b048bb1e20466f642e98e1838f5daa5?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Triana;Abre la puerta;1975;3XZD0qEHYoCTnQe9ps8HeQ;27;0.0248;0.344;0.868;0.00878;0;;0.366;590240;https://p.scdn.co/mp3-preview/8eaa6d10094373dbc9e9c7cec20dc76743d43386?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Van McCoy;The Hustle;1975;75PHqzep3Lf11sIYP5ps5q;57;0.232;0.627;0.875;0.475;1;;0.854;250240;https://p.scdn.co/mp3-preview/02a93b7c53097361ef82f51c01327ded72fbe4f1?cid=516c2d970434462eb2b843d7317ab577;Disco;Instrumental
Víctor y Diego;A Vosotros;1975;0FJYmQIgSNdjJvoCrrfMNe;3;0.185;0.489;0.398;1.72e-06;0;;0.659;274333;https://p.scdn.co/mp3-preview/f09d11ae1c2cf92609597cfff5cc6e3caa04c2e5?cid=516c2d970434462eb2b843d7317ab577;Folk;Spanish
Víctor y Diego;El parque;1975;6l5G9oc3KJQkkkKqOASXLQ;9;0.927;0.382;0.123;0.000119;1;;0.315;262466;https://p.scdn.co/mp3-preview/cf1e9016248e6c90e555b0a26952083d97e28afe?cid=516c2d970434462eb2b843d7317ab577;Folk;Spanish
Vino Tinto;Viejo capitán;1975;5UMuswhEZizRnpYjPDu1vE;0;0.822;0.585;0.546;0.000124;1;;0.573;202613;https://p.scdn.co/mp3-preview/b8863091a19bb411cf09db80aff1d4e0170a623b?cid=516c2d970434462eb2b843d7317ab577;Folk;Spanish
Adolfo Celdrán;Cancion del esposo soldado;1976;2nN2626zpdFxmZ2Q2enoOL;2;0.941;0.427;0.324;1.22e-05;1;;0.358;204880;https://p.scdn.co/mp3-preview/f110bbacdbb9759ec8ed8d4a0f923419ff28eab0?cid=516c2d970434462eb2b843d7317ab577;Folk;Spanish
Albert Hammond;Echame A Mi La Culpa;1976;01LHmbTALqwnoGWT3gZPYH;51;0.308;0.623;0.505;0;1;;0.817;177800;https://p.scdn.co/mp3-preview/efd7bdb273349f92f1b93b04f6e013db158027d0?cid=516c2d970434462eb2b843d7317ab577;Folk;Spanish
Atila;Intención;1976;4c7XefNJKBF8vYkSxzCIc3;0;0.000222;0.357;0.646;0.000361;0;;0.221;552356;https://p.scdn.co/mp3-preview/efcacfb1a344514545d5166290a851c4fc9e636b?cid=516c2d970434462eb2b843d7317ab577;Rock;Instrumental
Barrabás;Desperately;1976;4lQxuVYHWmmTa9IcNE4N2S;1;0.00262;0.746;0.809;0.00409;1;;0.829;312093;https://p.scdn.co/mp3-preview/952885927fc17f98db2d364af3c7f4fe6e88d024?cid=516c2d970434462eb2b843d7317ab577;Disco;English
Barrabás;Swinger;1976;306ONXJsUwmtbfeIwtO2Vh;0;0.275;0.643;0.846;0.843;1;;0.854;295706;https://p.scdn.co/mp3-preview/2c8d0f4c5e6d16a2f0e4a21b07193873cc66b669?cid=516c2d970434462eb2b843d7317ab577;Disco;English
Barrabás;Take It All;1976;7gSyLKLJqZ3zsq7v1FDUAt;2;0.171;0.817;0.63;0.000268;1;;0.851;215520;https://p.scdn.co/mp3-preview/fb423939a1e038edf04eb34b00230f8de668e245?cid=516c2d970434462eb2b843d7317ab577;Disco;English
Blay Tritono;Danza de Procesión;1976;0q4zLJDK8wI5L89sjHuT8U;0;0.536;0.788;0.506;0.903;1;;0.925;112986;https://p.scdn.co/mp3-preview/5fffbcc597b50432a2344dbf442f9eca8a680e55?cid=516c2d970434462eb2b843d7317ab577;Jazz;Instrumental
Brotherhood Of Man;Save Your Kisses For Me;1976;0E19RAvUkhjMM0rdICkidE;38;0.303;0.544;0.556;0;1;;0.835;184733;https://p.scdn.co/mp3-preview/4939afcdf0c2569e6ced6c1160fd35ac9cea61c7?cid=516c2d970434462eb2b843d7317ab577;Pop;English
Granada;El calor que pasamos este verano (Por dónde andamos);1976;0QmCzKAt7neJlDQsS8drUE;0;0.465;0.122;0.783;0.814;0;;0.21;231626;https://p.scdn.co/mp3-preview/d4b4ac07edde89bfd47341b5e91b3a5ef1b00c6d?cid=516c2d970434462eb2b843d7317ab577;Rock;Instrumental
Granada;Noviembre florido;1976;33XW5WExIBu6p4hROz5Wau;0;0.0956;0.357;0.792;0.931;1;;0.494;425093;https://p.scdn.co/mp3-preview/03b48c38ec17f3650247439434935223aaa627c6?cid=516c2d970434462eb2b843d7317ab577;Rock;Instrumental
Iceberg;La flamenca eléctrica;1976;3SpyIpdHoIax6g9EmHOZx2;4;0.00152;0.431;0.945;0.906;1;;0.55;348866;https://p.scdn.co/mp3-preview/4ec486bb3106ff237ccf3534406d3d929503a279?cid=516c2d970434462eb2b843d7317ab577;Rock;Instrumental
Iceberg;Preludi I Record;1976;29y3JEu8Xabov4zLy01Y8F;8;0.00386;0.336;0.689;0.915;1;;0.351;132853;https://p.scdn.co/mp3-preview/4e925c845517c72247ef4cbec30d71799b41428d?cid=516c2d970434462eb2b843d7317ab577;Rock;Instrumental
Jarcha;Libertad Sin Ira;1976;63ZPDjygXPMtqmpcoJUVk5;36;0.831;0.692;0.409;0;1;;0.741;222000;https://p.scdn.co/mp3-preview/293b0912f778f32308296f3e01d566b62867fcda?cid=516c2d970434462eb2b843d7317ab577;Folk;Spanish
La charanga del tio Honorio;Hay que lavalo;1976;2KFcC00kpKOcrka1ETYmP8;8;0.204;0.724;0.602;0.000445;1;;0.878;195066;https://p.scdn.co/mp3-preview/789401da6a7b1bdc86ace363e83a55ecb8b6aab1?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Las Grecas;Anabalina;1976;5vOgVbKboeY8hSbRCdFrCM;18;0.159;0.672;0.602;0.000132;1;;0.74;232693;https://p.scdn.co/mp3-preview/63aadaacbb5f883b58b93083554d0309402bb14f?cid=516c2d970434462eb2b843d7317ab577;Rumba;Spanish
Las Grecas;Ilusionada;1976;0vIl9pM3pIvUJ3Bppjd1Zl;10;0.0958;0.676;0.892;1.74e-06;0;;0.728;170986;https://p.scdn.co/mp3-preview/8b41f528daefcba13e4204b1679c53bf74963f0e?cid=516c2d970434462eb2b843d7317ab577;Rumba;Spanish
Lole y Manuel;Tu mirá;1976;5RBUCbDoY0uWdgjLRdtbsq;40;0.314;0.497;0.45;0.00737;0;;0.136;239453;https://p.scdn.co/mp3-preview/de630b59e7aac0b0e6ad031258f2ae89b02eb886?cid=516c2d970434462eb2b843d7317ab577;Flamenco;Spanish
Lone Star;El rock de la cárcel;1976;23d5lYrrvHQIW5bFOJ55pw;0;0.196;0.427;0.673;0.0387;0;;0.681;249626;https://p.scdn.co/mp3-preview/a40af42d7b0ffa70f65e19bdb428a0cd57d2b5a0?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Lone Star;Old Man River;1976;3s7WEYchbHSn9XKEoj3fO5;0;0.21;0.402;0.344;0.0482;1;;0.152;544173;https://p.scdn.co/mp3-preview/4b6edf35a274cfc39ceab99c85b0e486674995a7?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Lorenzo Santamaría;Si tú fueras mi mujer;1976;6VOBbbjmvnsfcMzwW5r3Kj;20;0.00905;0.624;0.501;0;1;;0.79;191000;https://p.scdn.co/mp3-preview/3f96a2f6b2e1b8799b77f37ef9ff231f52e76eac?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Puntos;El sur;1976;4jZhB0Jdeho5YUIlv7exsb;6;0.00836;0.467;0.76;0;1;;0.812;166106;https://p.scdn.co/mp3-preview/096f7adbec49cfc06f5a64d7c7fe4194315ae870?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Puntos;Tierra cristiana;1976;23TajGr2QJAff48UMiywtY;5;0.0731;0.44;0.617;0;0;;0.621;265320;https://p.scdn.co/mp3-preview/ce0c0ec9d325815ca7137f2b0e67d95be07f3958?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
María Ostiz;Canta cigarra;1976;3ybgFSt4EE3pwTwIHOfLex;15;0.837;0.346;0.571;0;0;;0.47;194893;https://p.scdn.co/mp3-preview/96cabb3fab6db2da4e45435b62a38bc6dce2dda9?cid=516c2d970434462eb2b843d7317ab577;Singer/Songwriter;Spanish
Maya;Luna llena estival;1976;5m0AbT45Z0vsQjfPTtzoyw;1;0.545;0.583;0.553;4.68e-05;1;;0.961;197493;https://p.scdn.co/mp3-preview/211a5414a21ed40ebc3c7f082eeeb6dbf8f4ecc4?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Miguel Gallardo;¿Y tú dónde estás?;1976;08HLqWnkt6KL7XFFEfaQpO;16;0.743;0.261;0.422;0.0464;1;;0.168;239306;https://p.scdn.co/mp3-preview/80aa566639ca9e4b923c0f60acd6a8a0c0879c83?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Miguel Gallardo;Otro ocupa mi lugar;1976;2i7oFlgafYTgri8LvGueYt;49;0.721;0.523;0.452;0;0;;0.58;210546;https://p.scdn.co/mp3-preview/f7c6c1eb02c19fcddb3f52883b4b274e13ca2364?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Miguel Ríos;Entre árboles y aviones;1976;27jW64dOkX09IU9FzNKhRH;2;0.735;0.456;0.697;0.00105;1;;0.791;205173;;Pop;Spanish
Miguel Ríos;La blanca oscuridad;1976;0Issq7Hqf0MOqePzWAdLIt;0;0.87;0.216;0.413;0.000474;1;;0.124;247680;;Pop;Spanish
Pablo Abraira;O Tu, O Nada;1976;0bSVjtueIZ2ErR2XV190Dk;41;0.232;0.458;0.538;0;1;;0.365;286800;https://p.scdn.co/mp3-preview/05dd88e6c9a44b3157936917139fe9dfb6e9206e?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Paco de Lucía;Río Ancho;1976;66xDnNusBL5xRfT12jkGUy;32;0.843;0.442;0.567;0.903;0;;0.912;267250;;Flamenco;Instrumental
Sandro Giacobbe;El Jardin Prohibido;1976;3xec1BelrzOd6v0o8HRd2l;34;0.758;0.599;0.433;0;1;;0.233;247866;https://p.scdn.co/mp3-preview/abc0439ac0f2a972bf46cfd9e636f710e161587e?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Santana;Europa (Earth´s cry, heaven´s smile);1976;5Yp3e8RcjYevBTZYJ7OD7s;58;0.03;0.296;0.669;0.831;0;;0.679;305946;https://p.scdn.co/mp3-preview/63ea39293abed458d7263e425ac1b85747176de3?cid=516c2d970434462eb2b843d7317ab577;Rock;Instrumental
Silver Convention;Fly, Robin, Fly;1976;4Wr14AISsCuBGdkA6rids4;44;0.00719;0.826;0.406;0.731;0;;0.939;230920;https://p.scdn.co/mp3-preview/d10f20fd89b4f957c9030d4a20fc1620ac9acb6b?cid=516c2d970434462eb2b843d7317ab577;Disco;English
Tony Landa;Adiós;1976;7ymEjt7SzFozacDA4pYR6V;11;0.31;0.419;0.866;3.15e-06;1;;0.964;209920;https://p.scdn.co/mp3-preview/e32848104ca79afe8490f583e02ee8ba5cd3b276?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Azahar;¿Qué malo hay, señor juez?;1977;4t6Ug0GrEIanIJvKefZtr9;3;0.351;0.314;0.562;0;0;;0.488;277146;https://p.scdn.co/mp3-preview/52143fc0a90fb38eaa8662db376ed5416c15b021?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Baccara;Sorry, I'm a lady;1977;7DCcFDKX4yKeFlgkphNXUV;39;0.273;0.591;0.873;3.69e-06;0;;0.723;218640;https://p.scdn.co/mp3-preview/9726246f1fffce05f80824ed9b49e227c267a9af?cid=516c2d970434462eb2b843d7317ab577;Disco;English
Baccara;Yes sir, I can boogie;1977;76709jfVPvKWp7ChPQjCk7;52;0.113;0.452;0.754;0;1;;0.507;272000;https://p.scdn.co/mp3-preview/c927b9d3fc799e7a92bc027bba6164eb7a181204?cid=516c2d970434462eb2b843d7317ab577;Disco;English
Boney M;Daddy Cool;1977;3WMbD1OyfKuwWDWMNbPQ4g;68;0.281;0.763;0.777;0.78;0;;0.929;208600;https://p.scdn.co/mp3-preview/191db1a9fda3057414633281ec1107140747c2d0?cid=516c2d970434462eb2b843d7317ab577;Disco;English
Boney M;Ma Baker;1977;4wr2LEc4Inxv0M1Fch9uVj;53;0.0392;0.744;0.728;4.9e-05;0;;0.904;274773;https://p.scdn.co/mp3-preview/141fb79d5803cb754de87811f0c459f6849465ae?cid=516c2d970434462eb2b843d7317ab577;Disco;English
Camilo Sesto;Y... no;1977;5bfhOIXyFNgpDRYbOly656;28;0.564;0.271;0.545;5.25e-05;1;;0.247;354946;https://p.scdn.co/mp3-preview/99d61edbb3601401cdcd976d8f48574ed78d6ee7?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Chicago;If You Leave Me Now;1977;0KMGxYKeUzK9wc5DZCt3HT;71;0.0193;0.429;0.564;0.000828;1;;0.276;235373;https://p.scdn.co/mp3-preview/287d3ffb19d490044e831b88188efd282ad3878b?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Elton John;Don't Go Breaking My Heart;1977;5nPdMALTEd7HOjn16oNf2X;72;0.149;0.729;0.844;2.87e-06;1;;0.777;275440;;Pop;Spanish
Hilario Camacho;Arquitecto de sueños;1977;0PGBtov5lPCzcA3QLgIZ8O;5;0.145;0.231;0.524;0.167;1;;0.352;401920;https://p.scdn.co/mp3-preview/8a450e823efadb55d301a33b67ac706593df9dc0?cid=516c2d970434462eb2b843d7317ab577;Singer/Songwriter;Spanish
Iceberg;Sentiments;1977;1CRneU996m55u7RemoAcIp;3;0.328;0.392;0.448;0.941;1;;0.0472;96693;https://p.scdn.co/mp3-preview/1cea73765a18f291c87b885be7957c40f3864131?cid=516c2d970434462eb2b843d7317ab577;Rock;Instrumental
Jean-Michel Jarre;Oxygene Part IV;1977;3pvF0sjjR6F9TnW8dUvvPa;19;0.0691;0.437;0.753;0.762;0;;0.653;253400;https://p.scdn.co/mp3-preview/aa5f7d1d42c8b2061d9a54df95bfc65c1f3af6b7?cid=516c2d970434462eb2b843d7317ab577;Electronic;Instrumental
Joan Manuel Serrat;Res No Es Mesqui;1977;0SjvZVGZXZke0gASVWE5mI;10;0.787;0.368;0.32;7.08e-06;0;;0.25;204666;https://p.scdn.co/mp3-preview/2869e235e3800664031aeb159bd8ca6e56c645ee?cid=516c2d970434462eb2b843d7317ab577;Singer/Songwriter;Catalan
Las Grecas;Tic-Tac;1977;5PUgfgCmEp8ziYgjA4PFT6;3;0.163;0.796;0.749;0;1;;0.966;211133;https://p.scdn.co/mp3-preview/2f85f54bd3a6434f7edf75735cc55ffcde623b3f?cid=516c2d970434462eb2b843d7317ab577;Rumba;Spanish
Lole y Manuel;Romero verde;1977;6QKzeIODqc0kcdRdrD7qyE;12;0.697;0.615;0.85;0.0109;1;;0.315;206666;https://p.scdn.co/mp3-preview/12f90890b6c94154038d1dcd6e5306b5316a4385?cid=516c2d970434462eb2b843d7317ab577;Flamenco;Spanish
Lone Star;No será...?;1977;1mWb6A5vVYGSAE0VnNxz1u;0;0.65;0.464;0.716;1.21e-05;1;;0.5;255811;https://p.scdn.co/mp3-preview/b9a63b2587b1812cddc9cd4bf1708d26b57c1fc8?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Lone Star;Punta d'alba;1977;1w0YrCovL53m5AFXdqOd3K;0;0.669;0.471;0.297;0.0328;1;;0.393;403000;https://p.scdn.co/mp3-preview/6b2f981849376abc636e38ca4befafd13b2e336d?cid=516c2d970434462eb2b843d7317ab577;Rock;Catalan
Lone Star;Quien No Anda No Se Mueve;1977;6IVPOY7qk5KS2OZqy9KIGx;0;0.796;0.255;0.474;0.506;1;;0.198;347780;https://p.scdn.co/mp3-preview/b6a4cf1826c21519ef07a703167c8b8ed5ca80df?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Lorenzo Santamaría;Te daré mi vida;1977;0kXLExCkMcgBDVJWu24p83;17;0.294;0.563;0.372;0;1;;0.482;235533;https://p.scdn.co/mp3-preview/2c3cc0a4e6d9b1148ee49e31e17f93b4e4e0dcc1?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Miguel Bose;Linda;1977;5xUq5PLTPA7CTlAXihrxSD;47;0.419;0.478;0.615;0;1;;0.451;229493;https://p.scdn.co/mp3-preview/3a1fd01d6e0a7cddaedd82811c81f5768e1173a0?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Miguel Ríos;Al-Andalus;1977;08gCetaXqErItwcVbpQP6g;13;0.0015;0.379;0.916;0.0026;0;;0.352;502053;;Rock;Spanish
Mocedades;Si yo no fuera fiel;1977;4aiyO1jTxRMCwQlaysIzXX;27;0.166;0.534;0.578;0;1;;0.529;178506;https://p.scdn.co/mp3-preview/f679c4ed4075d8a448cdd9dce9e6e884417eff73?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Oliver Onions;Sandokan;1977;3MeMQ11TTq4IPEnw6CFVoG;5;0.683;0.538;0.734;0;0;;0.664;201520;https://p.scdn.co/mp3-preview/dce7080b16a1e0b7db9b4d56b45630bc0787d433?cid=516c2d970434462eb2b843d7317ab577;Rock;Italian
Pablo Abraira;Gavilán o paloma;1977;43wyXbukLasmkQGkquqMHs;38;0.539;0.466;0.572;0;1;;0.404;288573;https://p.scdn.co/mp3-preview/06e9d3e43ace304544633468cf2482683519e7b1?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Paloma San Basilio;Contigo;1977;6q2R7dKKStHfcduaFjioIM;8;0.465;0.573;0.866;4.96e-06;0;;0.634;244786;;Pop;Spanish
Pep Laguarda & Tapinería;Caseta del Plater;1977;13GJxA2L73BqqD987ZwkuB;12;0.866;0.504;0.269;0.144;1;;0.184;340933;https://p.scdn.co/mp3-preview/55175ded436c6a7a4008f173ccc99055710e048b?cid=516c2d970434462eb2b843d7317ab577;Singer/Songwriter;Catalan
Rafaella Carrá;Fiesta;1977;6HsHxC2fodTup07rS0OUBS;37;0.0904;0.552;0.681;0;1;;0.788;210693;https://p.scdn.co/mp3-preview/95d2da8b1f937e262a6e377d0562f49b121439ee?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
The Manhattan Transfer;Cuentame (Speak Up Mambo);1977;6TxEkOU9Sqa1uI736FiCbC;27;0.709;0.784;0.713;1.77e-06;0;;0.918;180960;https://p.scdn.co/mp3-preview/8258c5ce93b81cdb726e399152336aeec9771b33?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
The Ritchie Family;The Best Disco In Town;1977;79eNiy8GqOx646aVCNtPd1;36;0.137;0.53;0.936;0;1;;0.658;401026;https://p.scdn.co/mp3-preview/9995a7169b57d4f2035bac0939702706e1510417?cid=516c2d970434462eb2b843d7317ab577;Disco;English
Triana;Sr. Troncoso;1977;6OvM9WHSWfHsXEWBBDcQ0r;34;0.391;0.319;0.689;3.16e-05;0;;0.438;218973;https://p.scdn.co/mp3-preview/155e760d610ebc5a8bbb8454906d2557aafeed2b?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Veneno;Los delincuentes;1977;3nPaZUiwdLuapNtk8TX2bW;22;0.728;0.567;0.874;0;1;;0.674;285333;https://p.scdn.co/mp3-preview/66c7600939d144d90cec406af1f4b7599ec70803?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Asfalto;Capitán Trueno;1978;0KFXsK8SdGsUoRyHViyJG0;22;0.135;0.594;0.554;0.000622;0;;0.883;232693;https://p.scdn.co/mp3-preview/3a0df5e5ab72461c7e22dd2144df6a6853568c3f?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Asfalto;Días de Escuela;1978;5RysTXaBv4Fm6Rhue9hW6i;31;0.575;0.429;0.396;0.0829;1;;0.398;397400;https://p.scdn.co/mp3-preview/3efb7df2e79b1261acadb227045eb96e758b4b54?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
