artist;title;year;id;popularity;acousticness;danceability;energy;instrumentalness;mode;tempo;valence;duration_ms;preview_url;genre;language
Luis Mariano;Violetas Imperiales;1955;0EUIPQATpkq2jEUKrhQRXV;19;0.991;0.451;0.093;0;1;;0.283;213560;https://p.scdn.co/mp3-preview/cb9cdef2b6e54bb5885265aa40c6a914ddc20094?cid=516c2d970434462eb2b843d7317ab577;Canción ligera;Spanish
The Platters;Only you;1955;0S5cs4lAkx99tGjoWS4Jtk;51;0.936;0.489;0.238;0;1;;0.336;156666;;Soul;English
José Guardiola;Soy americano;1957;3oxNmVaOkt2HsYwWeygVez;0;0.91;0.683;0.412;0;0;;0.827;165918;https://p.scdn.co/mp3-preview/a3391093dd2d934a71270cc7c5a0c97f487a1d3f?cid=516c2d970434462eb2b843d7317ab577;Swing;Spanish
Sara Montiel;El Relicario;1957;5tmITkfdgcnqsVIsC5pMLT;20;0.979;0.353;0.201;0;1;;0.232;228653;https://p.scdn.co/mp3-preview/e136b6abe34b8ccaf2e785be510d4dae2d5052d3?cid=516c2d970434462eb2b843d7317ab577;Copla;Spanish
José Guardiola;Come prima;1958;2l4QGymkVWIUTPUqc4mGl8;1;0.889;0.479;0.307;0;0;;0.609;139106;https://p.scdn.co/mp3-preview/c5f44a1e20c163ba9272ecc5e256353f71f8de71?cid=516c2d970434462eb2b843d7317ab577;Canción ligera;Spanish
José Guardiola;En el azul del cielo;1958;0xb1aKxLyHpAaD0trtgDMu;1;0.928;0.506;0.198;0.000103;1;;0.459;161889;https://p.scdn.co/mp3-preview/c220aff6e1526c818614b2a35de71228ab11be58?cid=516c2d970434462eb2b843d7317ab577;Canción ligera;Spanish
José Luis y su Guitarra;Mariquilla;1958;1DOo8mHehqqe0KYWEE3efS;8;0.966;0.748;0.205;0;0;;0.617;152412;https://p.scdn.co/mp3-preview/86b7101c44395915daa388c6496d23950c53aab8?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Dúo Dinámico;Rogar;1959;0Y8BGyP9SaagIJQaCU7vzS;0;0.327;0.418;0.266;0.000252;1;;0.402;161200;https://p.scdn.co/mp3-preview/87a478d3613632ccfd16ad8fa82c6ee0003ea044?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Gloria Lasso;Luna de miel;1959;2I5R3XOXT60yBzvIwWVw0B;22;0.644;0.447;0.289;0;1;;0.811;161360;https://p.scdn.co/mp3-preview/3a1da461b511b3642a97b2adb8cdaa63992e0edb?cid=516c2d970434462eb2b843d7317ab577;Bolero;Spanish
Hermanas Serrano;El día de los enamorados;1959;6M0vSefLsQE9tL6DKhKiGm;3;0.711;0.644;0.376;4e-06;0;;0.612;170106;https://p.scdn.co/mp3-preview/e7d74a614c3d4bc67d5dc089d5ce13519e4977b9?cid=516c2d970434462eb2b843d7317ab577;Canción popular;Spanish
Hermanas Serrano;El dia dels enamorats;1959;1Exlp0PrOtXxmkUOFlOjsG;0;0.76;0.665;0.564;0;1;;0.7;160785;https://p.scdn.co/mp3-preview/8c09d01c3bbfb08171f1b71440b9a6979857035e?cid=516c2d970434462eb2b843d7317ab577;Canción popular;Catalan
José Guardiola;La montaña;1959;0hDY22zjPpUfb2dD2RNlhi;1;0.936;0.494;0.368;2.63e-06;1;;0.326;181208;https://p.scdn.co/mp3-preview/06e33aa66d04ad3af8e9921865d06214e34453ad?cid=516c2d970434462eb2b843d7317ab577;Canción ligera;Spanish
José Guardiola;Pequeña flor;1959;4SRjbWHYiYRwj0IUWhsESS;2;0.574;0.368;0.469;0.0162;0;;0.346;170266;https://p.scdn.co/mp3-preview/72815cf58065db619c99c1b2b27b71f0b90006ff?cid=516c2d970434462eb2b843d7317ab577;Canción ligera;Spanish
José Guardiola;Un telegrama;1959;5dmu8BRU3GuwqcXQLPscZL;2;0.941;0.558;0.41;0;1;;0.848;162632;https://p.scdn.co/mp3-preview/f870a95a77d7cebafe88c07725aa6cd5720014ed?cid=516c2d970434462eb2b843d7317ab577;Canción ligera;Spanish
José Luis y su Guitarra;Blanca estrella;1959;13Cs6A5BfKXz9qSq4Iul5k;0;0.795;0.486;0.477;0;0;;0.77;152346;https://p.scdn.co/mp3-preview/dc3dbd6035da5ef68aa33da82f4e3f23d120b35b?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
José Luis y su Guitarra;Señorita luna;1959;4u2bltyBO47HJKojcRmOho;9;0.867;0.735;0.381;0;1;;0.737;151016;https://p.scdn.co/mp3-preview/0f1c5f1e097f503207f05c40db6ee8caa9b4e79c?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los 5 Latinos;Como antes (Come prima);1959;6DE4LGO6V8RjPhmIPclLHc;12;0.674;0.469;0.496;0.144;1;;0.932;118173;https://p.scdn.co/mp3-preview/66d89176e803b82e664693a3b6b77ff7f042d90a?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los 5 Latinos;Recordandote;1959;2tTpd7PJ38f1TbwCVcWY0H;14;0.574;0.449;0.896;4.06e-05;0;;0.831;117080;https://p.scdn.co/mp3-preview/ca8d2df49b0fd26400f550096eaf4ea63c519723?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Estudiantes;Ready Teddy;1959;79xC7ulZduHFPWbj5yJsCN;0;0.765;0.545;0.928;0;1;;0.894;143412;https://p.scdn.co/mp3-preview/c2929ae7142462116f64514c87e8b936dd93936c?cid=516c2d970434462eb2b843d7317ab577;Rock;English
Paul Anka;Diana;1959;2k6qpHJsrKCCyvsHv2cPqR;57;0.762;0.551;0.576;0;1;;0.919;140520;https://p.scdn.co/mp3-preview/aadf9075e2e5d53972d2a8bcdfd31dc47b0cb97f?cid=516c2d970434462eb2b843d7317ab577;Pop;English
Paul Anka;Lonely boy;1959;4kh2S9hRpPvoF9JkwZcYGN;41;0.352;0.623;0.605;0;1;;0.804;151106;https://p.scdn.co/mp3-preview/0136f7f3e074e477c73f2a17a869eeed9a5d771c?cid=516c2d970434462eb2b843d7317ab577;Pop;English
Paul Anka;You are my destiny;1959;36Jxpbk3PlcDo9hSGiAsfU;42;0.677;0.38;0.336;0;1;;0.6;147400;https://p.scdn.co/mp3-preview/290e58181ebfe14449ba378bfa062e48a499f1a1?cid=516c2d970434462eb2b843d7317ab577;Pop;English
Dúo Dinámico;Quince años tiene mi amor;1960;5TdRaNXaSGasywwqTWdtKH;37;0.322;0.233;0.648;0;1;;0.826;147208;https://p.scdn.co/mp3-preview/d01b5872579f81aa689d4cefdeed842c4df8b749?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Dúo Rúbam;Adán y Eva;1960;2b6fX2vkRhqQpuJFQ4MXL6;0;0.238;0.621;0.668;0;0;;0.891;154946;https://p.scdn.co/mp3-preview/edb57ce49b23524250b7c77c53aae10e7b7fcf72?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Elvis Presley;It´s now or never;1960;1XunTmhOcj3xwh4b8P3isX;58;0.642;0.643;0.491;0.00972;1;;0.753;194600;https://p.scdn.co/mp3-preview/457503fec710db98c9a0b15fdef11f7198b8fadf?cid=516c2d970434462eb2b843d7317ab577;Rock;English
Gelu;Después de seis tequilas;1960;0wQWWki5desaWvrfD4rnJ3;1;0.637;0.67;0.62;4.33e-05;0;;0.84;152729;https://p.scdn.co/mp3-preview/d0980f3d338d4db0c66dbd9899dcde02e76a3ab1?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Gloria Lasso;La cancion de Orfeo;1960;6C3INnAHsyjJDZ6j5Eo1yR;2;0.816;0.554;0.269;0;0;;0.448;178960;https://p.scdn.co/mp3-preview/5ae107f8580d38a373323e6dae6d3e149113edc3?cid=516c2d970434462eb2b843d7317ab577;Bolero;Spanish
Hermanas Serrano;Comunicando;1960;6EsGONwi6sUv0FzmknVJeA;0;0.799;0.572;0.452;0;1;;0.7;153040;https://p.scdn.co/mp3-preview/9229b39d6b33b8963028d846dac75322bbefaf63?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Jacqueline Boyer;Tom Pillibi;1960;3fZIQ0sdsy7u7YDmOpqbxS;25;0.819;0.418;0.353;0;0;;0.541;183040;https://p.scdn.co/mp3-preview/96648729aa48fb7b5a830513d68781db5596d880?cid=516c2d970434462eb2b843d7317ab577;Chanson;French
Jimmy Fontana;Diavolo;1960;2xWFTlYTuLSLdW394DNwdH;6;0.822;0.623;0.542;0;0;;0.66;157623;https://p.scdn.co/mp3-preview/21bc470c5396d3b111566d73f8af216f151db2ab?cid=516c2d970434462eb2b843d7317ab577;Pop;Italian
José Guardiola;Dieciseis toneladas;1960;3YgxQkVH4hKBruWiXUKgGo;10;0.561;0.621;0.397;5.12e-06;1;;0.447;174573;https://p.scdn.co/mp3-preview/1fc07870e26c3ac47a90ce812015c34b021edbec?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
José Guardiola;Mackie El Navaja;1960;3mYgLNJ9VCh2QYBUIUz5iK;8;0.695;0.358;0.42;0;1;;0.481;169053;https://p.scdn.co/mp3-preview/f2095014a079c4c2513317239e9f4779aa97dd36?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
José Guardiola;Mustapha;1960;5cWAZZ77CwqY9STCmbp7gO;8;0.0498;0.718;0.682;0;1;;0.941;176733;https://p.scdn.co/mp3-preview/defb88d977066dea631595718f0a0bde1e833ce7?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los 3 Carino;Paseando con papá;1960;5L0e0qkOmNlPxkgKywIENX;0;0.668;0.73;0.406;7.96e-06;1;;0.729;144893;https://p.scdn.co/mp3-preview/fedd6bcc45d49dbbde427e4894f757e8277b16d7?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Cinco Latinos;Eres Diferente;1960;5kdj2yC3I0uqohVuTAvrkf;19;0.828;0.345;0.601;0;1;;0.67;123520;https://p.scdn.co/mp3-preview/e0873585286b2a742358974cb66b2fa5e93004a8?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Gemelos;La flor de la canela;1960;1qORZx6Zi7aFuFM8J1cU6g;2;0.896;0.547;0.294;0.000394;0;;0.619;203731;https://p.scdn.co/mp3-preview/7180fa6f8be1b10b283e077dbd39a15f9cd18929?cid=516c2d970434462eb2b843d7317ab577;Canción popular;Spanish
Los Llopis;Estremecete;1960;3eZyQHEOhwdXQdAe6f6995;28;0.924;0.601;0.615;7.5e-05;1;;0.744;191518;https://p.scdn.co/mp3-preview/57b2d1a2eb7b3c4e5bae2ab9c7e0bd138403c391?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Monna Bell;El dia de los enamorados;1960;6pHbYmFovZUj5Dsh2w30Oz;1;0.824;0.553;0.457;0;1;;0.744;126226;https://p.scdn.co/mp3-preview/75527bf69ea8b02ea18eacf8c4b94fc085c12ad9?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Nat King Cole;Ansiedad;1960;3Gi5wzTIJ7K8qQDmvuQ4Zo;37;0.825;0.785;0.419;0;1;;0.842;207960;;Bolero;Spanish
Paul Anka;Adam And Eve;1960;4YmJXCXCkLorPkYiSPFUN3;33;0.663;0.338;0.681;0;0;;0.769;131293;https://p.scdn.co/mp3-preview/73f8bfc97c8a3c187f4ea7e79092ac20cbceaf39?cid=516c2d970434462eb2b843d7317ab577;Pop;English
Adriano Celentano;24.000 Baci;1961;7lHyP7xQh90G6oX1OUlxdV;24;0.66;0.398;0.394;0;0;;0.686;137626;https://p.scdn.co/mp3-preview/48f87da240b35a23d704b38fed4a42e2072845e0?cid=516c2d970434462eb2b843d7317ab577;Rock;Italian
Aleco Pandas;Tus Ojos Grises;1961;5IykEYRKG4kMZr1Ub2g8GP;0;0.875;0.413;0.481;0;1;;0.54;170093;https://p.scdn.co/mp3-preview/d0a2e69ad79713865c4d8504d223542df3020695?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Dúo Dinámico;Poesia en movimiento;1961;2uO3CbQi3BahGknZSo3gIW;11;0.682;0.343;0.55;0.000267;0;;0.835;152120;https://p.scdn.co/mp3-preview/4c9f5a2bbd33a1f26db33eb04b80326a16d52f4c?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Dúo Dinámico;Las hojas verdes;1961;3I5JBzDLBmMtjcWPOw7URD;1;0.637;0.463;0.489;5.17e-05;0;;0.507;157160;https://p.scdn.co/mp3-preview/68948e03636c0cd833daea1f60fcaa4e5d61ce7e?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Dúo Dinámico;Quisiera ser;1961;62hSknYccwR0ZakYd6NMJg;35;0.784;0.366;0.43;0;1;;0.446;174720;https://p.scdn.co/mp3-preview/ba0877e24de24b3ddb2c567fda982dbe04bdccb9?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Elvis Presley;Are you lonesome tonight?;1961;6vXZs9rEQF7Nd6O8Ue7NrT;56;0.918;0.355;0.0922;0.000702;1;;0.191;187026;https://p.scdn.co/mp3-preview/97ebe5aaca81ad0d6a610257212fe1c89279c761?cid=516c2d970434462eb2b843d7317ab577;Pop;English
José Guardiola;Enamorada;1961;7q3oza6UD9kNC8Kzg9yIXo;1;0.377;0.568;0.387;0;1;;0.419;166146;https://p.scdn.co/mp3-preview/7610fec9b7fa30dcca5853dddcb45f45e23f862b?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
José Guardiola;Exodus;1961;1vuq9NxSqz4DGtmE76fpaI;0;0.844;0.288;0.37;0.00268;1;;0.262;169413;https://p.scdn.co/mp3-preview/eccaa7cb1d37df10030a05ef82cebb584c115d1c?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
José Luis y su Guitarra;La novia;1961;66wvpolfyGtUyx8iRrGmT1;0;0.903;0.401;0.188;0.000107;1;;0.445;211709;https://p.scdn.co/mp3-preview/37d515b873cb4b8da32301b83d5203d8b2f2516f?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los 5 Latinos;Estando contigo;1961;78T6GKB1PAr5Jsf99wHmBt;16;0.21;0.539;0.566;0;1;;0.505;144520;https://p.scdn.co/mp3-preview/9cfc7cbadce55e2b4cf1449b295826314ea19235?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Milos;Pitágoras;1961;2gxZvmjgOoUdg4ODXWakAj;2;0.734;0.488;0.687;0;1;;0.846;143413;https://p.scdn.co/mp3-preview/5e18a6f8f1b2a1501fd9e0e67f8067546ec19606?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Los Milos;Zapatos azules de gamuza;1961;5RJnezJ06r9RTJM2baxzRF;0;0.579;0.531;0.746;2.5e-06;1;;0.96;132322;https://p.scdn.co/mp3-preview/020324ac5d683f52ee37805f33f75a7cba506df5?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Los Pantalones Azules;Johnny, sé bueno;1961;3GWVDwlT5DwRnNSxmnnqCH;0;0.71;0.531;0.853;9.19e-05;1;;0.679;127651;https://p.scdn.co/mp3-preview/da5c3ce4a59c1b97c0c77e3a1b58d6ec86df13f5?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Los Pekenikes;Madrid;1961;6hFpCaZZsLx7p657ML2xiT;1;0.765;0.462;0.773;3.45e-06;1;;0.937;117773;https://p.scdn.co/mp3-preview/1f8e21a89044f16179de41ba3fa67ca18a4e38f6?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Los Sonor;Ligados;1961;0WyRE9CdJUrDTtoVONYBDl;1;0.97;0.577;0.362;0.377;1;;0.518;150573;https://p.scdn.co/mp3-preview/cb1afc1f2b6727910991d277c83b69610b89419e?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Zafiros;Flor silvestre;1961;5pSB8oKjhkbUHVdeCUSof4;0;0.838;0.505;0.163;4.74e-06;0;;0.205;159555;https://p.scdn.co/mp3-preview/dc89404d48fd54d425d56fb87f0f26ec2594da31?cid=516c2d970434462eb2b843d7317ab577;Bolero;Spanish
Lucho Gatica;Moliendo café;1961;6j2nwvPhrW633zQ2Yaqh2i;6;0.497;0.457;0.46;1.17e-06;0;;0.674;171960;;Bolero;Spanish
Paul Anka;My Home Town;1961;75wzEkDy6NnSj692dA99ip;31;0.223;0.79;0.514;0;0;;0.962;126293;https://p.scdn.co/mp3-preview/252c020d01ddfc14ff6eb55a6fcc6fe7ea182f20?cid=516c2d970434462eb2b843d7317ab577;Pop;English
Paul Anka;Tonight My Love Tonight;1961;0hYEYnKYQt5d0zQdUABH3V;32;0.657;0.545;0.66;0;1;;0.884;128066;https://p.scdn.co/mp3-preview/d6db025f49eb806f3c30449c2542559ddbc57721?cid=516c2d970434462eb2b843d7317ab577;Pop;English
The Brothers Four;Greenfields;1961;7F3R0rKXq5eYgPug8vqOdu;42;0.852;0.485;0.182;0;0;;0.357;183360;https://p.scdn.co/mp3-preview/185d85efd37a81131d091f63cfbc46e7bd95c4b9?cid=516c2d970434462eb2b843d7317ab577;Pop;English
The Brothers Four;The Green Leaves Of Summer;1961;3uVlrgsoFaYEUHZYzX5nPj;40;0.821;0.463;0.192;0;0;;0.353;174760;https://p.scdn.co/mp3-preview/2f6826c5815ae348f8f36ab9cec9c06ac89c32e4?cid=516c2d970434462eb2b843d7317ab577;Pop;English
Chico Valento;Mama;1962;60O0xk63LhPoYMb0YXSO25;0;0.405;0.273;0.574;0;1;;0.893;153746;https://p.scdn.co/mp3-preview/7176bf324db98daf88522aaa6a98518e5acb0adc?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Cliff Richard and The Shadows;The young ones;1962;6ed0AwPdxhDVKOKoYRLfgH;39;0.505;0.425;0.582;4.04e-06;1;;0.808;189866;https://p.scdn.co/mp3-preview/f4b1156cf8bb5e7fdbd10e57852d41e2df316101?cid=516c2d970434462eb2b843d7317ab577;Pop;English
Dúo Dinámico;Perdóname;1962;6IbItOpMl94SslVvJsa5ib;25;0.679;0.409;0.444;0;0;;0.532;193266;https://p.scdn.co/mp3-preview/6b8269df92f24ccf85325a2b9b87d175917a2d65?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Dúo Dinámico;Bailando el twist;1962;2cTQ6g2GFV1exlvqI6ntV1;15;0.17;0.519;0.791;1.21e-06;0;;0.915;123133;https://p.scdn.co/mp3-preview/a210d2d7efd173542ddfa0217ece5f2eeb5a2e54?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Dúo Dinámico;Esos Ojitos Negros;1962;0tPm4h6myMyAwis4XOKzZw;35;0.693;0.402;0.795;7.76e-05;0;;0.447;174013;https://p.scdn.co/mp3-preview/42799f5fff2918f72d147dfb54bb1c1424afe01a?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Dúo Dinámico;Mari Carmen;1962;1J1KomZ1AEL4Hfg9ocq1kv;10;0.634;0.524;0.526;1.09e-06;1;;0.927;122760;https://p.scdn.co/mp3-preview/56328232b873dabe6231aac339bf9e76092dcff5?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Dúo Dinámico;Quiero;1962;0PHQiZvxx3NHznW1Wad4kK;1;0.502;0.384;0.411;1.66e-05;1;;0.572;142533;https://p.scdn.co/mp3-preview/d6dc3e41fedcc973c8e0146deec0fb3458401f92?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Elvis Presley;Good luck charm;1962;19gotedXtqeE8dWju6WURW;52;0.803;0.635;0.352;0.00499;0;;0.87;144626;https://p.scdn.co/mp3-preview/6361135782ee2ac9b1847ccdd8675bb726ae5a13?cid=516c2d970434462eb2b843d7317ab577;Pop;English
Elvis Presley;Marie´s the name;1962;4qbLOU1T7xgTH87eUSkvJ1;53;0.568;0.661;0.917;0.00202;0;;0.893;127093;https://p.scdn.co/mp3-preview/a26398c1fab71f923251e6d7fc981fcb428b2f74?cid=516c2d970434462eb2b843d7317ab577;Pop;English
Gelu;Siempre es domingo;1962;311jU8kgOunYZhmCkzwlyl;1;0.786;0.707;0.574;0;0;;0.689;117344;https://p.scdn.co/mp3-preview/a8c051ef5e414b9168217b31489d95049bfc68ef?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Gilbert Becaud;Et Maintenant;1962;7ljux6L94K33WbEM8mKGrf;46;0.719;0.385;0.501;1.83e-05;1;;0.527;225680;https://p.scdn.co/mp3-preview/b67213c5f9f2c2353d681f72a0b001d3e2572404?cid=516c2d970434462eb2b843d7317ab577;Chanson;French
Hermanos Rigual;Cuando Calienta El Sol;1962;4Q9s093vAh9BagnTnfQgkE;14;0.153;0.762;0.464;9.02e-06;0;;0.783;209106;https://p.scdn.co/mp3-preview/96192bc81fc09909a2a6fc517c521e2d891828d7?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
José Guardiola;El día más largo;1962;2H2rSolcoyuwDpj9k1Wumm;0;0.945;0.542;0.4;2.01e-05;1;;0.716;140062;https://p.scdn.co/mp3-preview/920009bdcf3ae5cae87499051479e084454aa181?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Lita Torelló;Desafinado;1962;5rhNglTarEOA9noDG0pCO2;0;0.792;0.459;0.482;0;1;;0.683;141306;https://p.scdn.co/mp3-preview/0933ac6ca46b11f798367e61c2c8205cab273261?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los 3 de Castilla;Me gusta Madrid;1962;2xz9vddt4izjGTDr2aGvlx;1;0.715;0.636;0.263;0;1;;0.72;142920;https://p.scdn.co/mp3-preview/6c93590d6bb749bbe01ada2642a6ae4749ee6bc9?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los H.H;Escucha cow-boy;1962;0qyhpUU9anTsUdjDCoiTD9;0;0.641;0.636;0.34;0.00121;1;;0.891;160969;https://p.scdn.co/mp3-preview/8c2bd098c90645a8267150c69f1e85cc11000c2f?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Pekenikes;Hey baby madison;1962;4Rlepw0wBVUz1MiCgR943L;0;0.819;0.457;0.677;3.64e-06;1;;0.667;149466;https://p.scdn.co/mp3-preview/ca2cfa9f6bc482358d543cdfba5be9f281364b8a?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Miguel Ríos;Detén la noche;1962;3pKGyZZ5CnIfpqLzwZVYDJ;0;0.94;0.621;0.403;0;1;;0.624;179640;https://p.scdn.co/mp3-preview/8532db56b98750b649e31234c278faf5f52405bd?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Miguel Ríos;El twist;1962;6CSsGiqCgGJPKL6U2zzrSM;0;0.73;0.618;0.519;0;1;;0.882;143026;https://p.scdn.co/mp3-preview/ae07c1077fb2ff44e25da2907dc5720ab17d6016?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Miguel Ríos;No, no lo quiero;1962;3bBWbxiafU50XbaDRPBgjm;0;0.844;0.406;0.569;0;1;;0.712;143680;https://p.scdn.co/mp3-preview/571ddf6c15b070731f81c94748ca573fc74a9494?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Miguel Ríos;Twist del reloj;1962;750SzTYwcURfzG1m1aEGwZ;0;0.347;0.294;0.889;0;0;;0.795;146640;https://p.scdn.co/mp3-preview/63ed3e50f2f34e8821ef8cd1bd0ab74f2e98c2e1?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Milva;Tango italiano;1962;1RQ3ZzjSIXfYoHLNaw4fOZ;9;0.735;0.44;0.272;3.53e-05;1;;0.43;266579;https://p.scdn.co/mp3-preview/fc3c0ea694c35484d7fd6c16761fb4fd33aa91e5?cid=516c2d970434462eb2b843d7317ab577;Canción italiana;Italian
Miquel Porter;La cançó de la taverna;1962;1LZNrkeNu6nBRkVtzCqMp3;0;0.931;0.689;0.221;0.000864;1;;0.449;164081;https://p.scdn.co/mp3-preview/0269610aa4d602643ff00940cbb9cb72a3ca03a3?cid=516c2d970434462eb2b843d7317ab577;Singer/Songwriter;Catalan
Paul Anka;Dance On Little Girl;1962;7hicCfvTRlRjkrHYim5Gp4;35;0.427;0.584;0.489;0;1;;0.896;113106;https://p.scdn.co/mp3-preview/7896e20a0a9bff58d8499e91fe5e1897677299b3?cid=516c2d970434462eb2b843d7317ab577;Pop;English
Paul Anka;Love Me Warm And Tender;1962;2gpLU5dhDI62Oo5I3kzJTZ;32;0.495;0.633;0.611;0;0;;0.796;139333;https://p.scdn.co/mp3-preview/acfd185c2be596f25c7c145aeb5ed74e9dca1d65?cid=516c2d970434462eb2b843d7317ab577;Pop;English
Remei Margarit;Classe mitja;1962;3fdSyb757sDJDIdaBJXpIb;0;0.978;0.753;0.245;0.000421;0;;0.354;184906;https://p.scdn.co/mp3-preview/ed5d61cd93eb835e2c9a70ae1aa5f973f3fd25cb?cid=516c2d970434462eb2b843d7317ab577;Singer/Songwriter;Catalan
Rosalía;El pañuelo manchado de rouge;1962;1tJB8zR9KR3jNJLj4cC6bi;0;0.775;0.604;0.308;0;0;;0.582;141844;https://p.scdn.co/mp3-preview/66e6fa99d8de44edfa77827c30c6a97d6cf7ced8?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
The Rocking Boys;Twist en Sevilla;1962;6L0O2FVlUe3U3Cl7iZhnef;0;0.977;0.546;0.838;0.00348;1;;0.63;123646;https://p.scdn.co/mp3-preview/ffb8563651e880a6f3cfd6977afc2ea9e39a01b7?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Tina y Tesa;La balada de la trompeta;1962;3lKVAmduouTIufBvDZjt5Z;0;0.799;0.275;0.158;0;0;;0.353;184213;https://p.scdn.co/mp3-preview/84cb68f251ec21b62685f571a52918b175027dec?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Andy Williams;Maria (West Side Story);1963;4Fr0cHxkxCQmbPVQ8QvQjZ;25;0.916;0.191;0.0707;2.28e-06;1;;0.0525;219026;https://p.scdn.co/mp3-preview/7216decb6a96a1d9820d836a2a717a738ce26f69?cid=516c2d970434462eb2b843d7317ab577;Canción ligera;English
Baby;Pippermint twist;1963;3iXVrqkMwQH0GpimRKNZfX;0;0.551;0.582;0.661;0;1;;0.777;132051;https://p.scdn.co/mp3-preview/f2cad0198d7e65155794948220ad33f7aed63ee3?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Cliff Richard and The Shadows;Summer holiday;1963;054qLeg034PXr1wM3DMstk;48;0.716;0.601;0.467;0;1;;0.66;129333;https://p.scdn.co/mp3-preview/c7339edc1ce86754b45f409f6d6afd0199031346?cid=516c2d970434462eb2b843d7317ab577;Pop;English
Delfí Abella;Cançó del turista;1963;75VZwHxYBFcfi2R2LBdgRx;0;0.894;0.676;0.153;0.000925;0;;0.561;126608;https://p.scdn.co/mp3-preview/19568fc4119838f901204d7d4c70f381d0318e3e?cid=516c2d970434462eb2b843d7317ab577;Singer/Songwriter;Catalan
Dúo Dinámico;Balada Gitana;1963;52cQELA4ZcffMAQIVuoH9n;9;0.855;0.423;0.421;0;0;;0.479;184640;https://p.scdn.co/mp3-preview/20c9f5a42b9db74909260f57b07fd33de9495e2b?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Dúo Dinámico;Amor de verano;1963;2hOdoS6Y69GD5BR1s8FD5C;32;0.631;0.513;0.402;0.000453;1;;0.409;171240;https://p.scdn.co/mp3-preview/1514bc259b8051188b7a19010966463a46bffb12?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Dúo Juvent's;Dime;1963;6KIXAg7jBXvjviN1Lqd95e;0;0.0632;0.541;0.509;1.26e-05;1;;0.738;139386;https://p.scdn.co/mp3-preview/98d19da6bd8698a6479d0fca64a4ae70c9fb167c?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
